num	premise	hypothesis	gold_label	template_num	time_format	time_span	category
4029	トルーディー が 6 日間 以内 に 後姿 を 消した 。 トルーディー は 3 日 3 時 に その 後姿 を 消し 始めた 。	トルーディー は 8 日 9 時 まで に その 後姿 を 消し 終えた 。	neutral	25	日時	random	2区間比較（以内/以内+区間計算）
4030	チャーリー が 4 日間 以内 に 論評 を 行った 。 チャーリー は 17 日 3 時 に その 論評 を 行い 始めた 。	チャーリー は 20 日 20 時 まで に その 論評 を 行い 終えた 。	neutral	25	日時	random	2区間比較（以内/以内+区間計算）
4031	ビクター が 2 日間 以内 に 視線 を 向けた 。 ビクター は 27 日 14 時 に その 視線 を 向け 始めた 。	ビクター は 27 日 13 時 まで に その 視線 を 向け 終えた 。	contradiction	25	日時	short	2区間比較（以内/以内+区間計算）
4032	ジャスティン が 1 日間 以内 に 計測 を 行った 。 ジャスティン は 13 日 9 時 に その 計測 を 行い 始めた 。	ジャスティン は 13 日 12 時 まで に その 計測 を 行い 終えた 。	neutral	25	日時	short	2区間比較（以内/以内+区間計算）
4033	オスカー が 1 日間 以内 に 教室 を 案内 した 。 オスカー は 21 日 15 時 に その 教室 を 案内 し 始めた 。	オスカー は 21 日 11 時 まで に その 教室 を 案内 し 終えた 。	contradiction	25	日時	short	2区間比較（以内/以内+区間計算）
4034	イヴァン が 2 日間 以内 に 行列 を 作った 。 イヴァン は 15 日 11 時 に その 行列 を 作り 始めた 。	イヴァン は 15 日 12 時 まで に その 行列 を 作り 終えた 。	neutral	25	日時	short	2区間比較（以内/以内+区間計算）
4035	マチルダ が 1 日間 以内 に コース を 切った 。 マチルダ は 6 日 8 時 に その コース を 切り 始めた 。	マチルダ は 6 日 15 時 まで に その コース を 切り 終えた 。	neutral	25	日時	short	2区間比較（以内/以内+区間計算）
4036	チャーリー が 1 日間 以内 に びっこ を 挽いた 。 チャーリー は 19 日 12 時 に その びっこ を 挽き 始めた 。	チャーリー は 19 日 11 時 まで に その びっこ を 挽き 終えた 。	contradiction	25	日時	short	2区間比較（以内/以内+区間計算）
4037	プロッド が 2 日間 以内 に 頭 を 傾げた 。 プロッド は 29 日 15 時 に その 頭 を 傾げ 始めた 。	プロッド は 29 日 10 時 まで に その 頭 を 傾げ 終えた 。	contradiction	25	日時	short	2区間比較（以内/以内+区間計算）
4038	ボブ が 1 日間 以内 に 会務 を 代行 した 。 ボブ は 25 日 8 時 に その 会務 を 代行 し 始めた 。	ボブ は 25 日 6 時 まで に その 会務 を 代行 し 終えた 。	contradiction	25	日時	short	2区間比較（以内/以内+区間計算）
4039	ペギー が 1 日間 以内 に 似顔絵 を 贈った 。 ペギー は 27 日 9 時 に その 似顔絵 を 贈り 始めた 。	ペギー は 27 日 8 時 まで に その 似顔絵 を 贈り 終えた 。	contradiction	25	日時	short	2区間比較（以内/以内+区間計算）
4040	マーヴィン が 2 日間 以内 に 勝ち負け を 突けた 。 マーヴィン は 26 日 17 時 に その 勝ち負け を 突け 始めた 。	マーヴィン は 26 日 18 時 まで に その 勝ち負け を 突け 終えた 。	neutral	25	日時	short	2区間比較（以内/以内+区間計算）
4041	マチルダ が 1 日間 以内 に 通路 を 造った 。 マチルダ は 1 日 10 時 に その 通路 を 造り 始めた 。	マチルダ は 1 日 3 時 まで に その 通路 を 造り 終えた 。	contradiction	25	日時	short	2区間比較（以内/以内+区間計算）
4042	キャロル が 1 日間 以内 に 全体 像 を 説明 した 。 キャロル は 16 日 4 時 に その 全体 像 を 説明 し 始めた 。	キャロル は 16 日 2 時 まで に その 全体 像 を 説明 し 終えた 。	contradiction	25	日時	short	2区間比較（以内/以内+区間計算）
4043	プロッド が 1 日間 以内 に 決着 を 目指した 。 プロッド は 14 日 4 時 に その 決着 を 目指し 始めた 。	プロッド は 14 日 7 時 まで に その 決着 を 目指し 終えた 。	neutral	25	日時	short	2区間比較（以内/以内+区間計算）
4044	トレント が 1 日間 以内 に 供給 を 行った 。 トレント は 5 日 16 時 に その 供給 を 行い 始めた 。	トレント は 5 日 14 時 まで に その 供給 を 行い 終えた 。	contradiction	25	日時	short	2区間比較（以内/以内+区間計算）
4045	オスカー が 1 日間 以内 に レポート を 受けた 。 オスカー は 5 日 8 時 に その レポート を 受け 始めた 。	オスカー は 5 日 5 時 まで に その レポート を 受け 終えた 。	contradiction	25	日時	short	2区間比較（以内/以内+区間計算）
4046	スティーブ が 1 日間 以内 に 間 を 作った 。 スティーブ は 15 日 8 時 に その 間 を 作り 始めた 。	スティーブ は 15 日 13 時 まで に その 間 を 作り 終えた 。	neutral	25	日時	short	2区間比較（以内/以内+区間計算）
4047	アリス が 2 日間 以内 に 同棲 を 始めた 。 アリス は 5 日 1 時 に その 同棲 を 始め 始めた 。	アリス は 5 日 7 時 まで に その 同棲 を 始め 終えた 。	neutral	25	日時	short	2区間比較（以内/以内+区間計算）
4048	デイヴ が 2 日間 以内 に 社 を 訪れた 。 デイヴ は 17 日 10 時 に その 社 を 訪れ 始めた 。	デイヴ は 17 日 13 時 まで に その 社 を 訪れ 終えた 。	neutral	25	日時	short	2区間比較（以内/以内+区間計算）
4049	トルーディー が 2 日間 以内 に 損害 を 被った 。 トルーディー は 17 日 9 時 に その 損害 を 被り 始めた 。	トルーディー は 17 日 11 時 まで に その 損害 を 被り 終えた 。	neutral	25	日時	short	2区間比較（以内/以内+区間計算）
4050	キャロル が 2 日間 以内 に 案内 を 発信 した 。 キャロル は 4 日 15 時 に その 案内 を 発信 し 始めた 。	キャロル は 4 日 17 時 まで に その 案内 を 発信 し 終えた 。	neutral	25	日時	short	2区間比較（以内/以内+区間計算）
4051	キャロル が 6 時間 以内 に 口角 を 上げた 。 キャロル は 11 時 に その 口角 を 上げ 始めた 。	キャロル は 8 時 まで に その 口角 を 上げ 終えた 。	contradiction	25	時	random	2区間比較（以内/以内+区間計算）
4052	デイヴ が 6 時間 以内 に 商品 を 開いた 。 デイヴ は 15 時 に その 商品 を 開き 始めた 。	デイヴ は 9 時 まで に その 商品 を 開き 終えた 。	contradiction	25	時	random	2区間比較（以内/以内+区間計算）
4053	アリス が 3 時間 以内 に 命 を 落とした 。 アリス は 15 時 に その 命 を 落とし 始めた 。	アリス は 9 時 まで に その 命 を 落とし 終えた 。	contradiction	25	時	random	2区間比較（以内/以内+区間計算）
4054	デイヴ が 7 時間 以内 に 予報 を 伝えた 。 デイヴ は 1 時 に その 予報 を 伝え 始めた 。	デイヴ は 8 時 まで に その 予報 を 伝え 終えた 。	entailment	25	時	random	2区間比較（以内/以内+区間計算）
4055	オスカー が 2 時間 以内 に 抗告 を 行った 。 オスカー は 21 時 に その 抗告 を 行い 始めた 。	オスカー は 1 時 まで に その 抗告 を 行い 終えた 。	contradiction	25	時	random	2区間比較（以内/以内+区間計算）
4056	パット が 7 時間 以内 に 男の子 を 診た 。 パット は 22 時 に その 男の子 を 診 始めた 。	パット は 18 時 まで に その 男の子 を 診 終えた 。	contradiction	25	時	random	2区間比較（以内/以内+区間計算）
4057	エレン が 4 時間 以内 に サザン を 歌った 。 エレン は 4 時 に その サザン を 歌い 始めた 。	エレン は 6 時 まで に その サザン を 歌い 終えた 。	neutral	25	時	random	2区間比較（以内/以内+区間計算）
4058	キャロル が 2 時間 以内 に 困惑 を 浮かべた 。 キャロル は 11 時 に その 困惑 を 浮かべ 始めた 。	キャロル は 19 時 まで に その 困惑 を 浮かべ 終えた 。	entailment	25	時	random	2区間比較（以内/以内+区間計算）
4059	トルーディー が 4 時間 以内 に 父さん を 誘った 。 トルーディー は 7 時 に その 父さん を 誘い 始めた 。	トルーディー は 18 時 まで に その 父さん を 誘い 終えた 。	entailment	25	時	random	2区間比較（以内/以内+区間計算）
4060	オスカー が 3 時間 以内 に 手話 を 聞いた 。 オスカー は 4 時 に その 手話 を 聞き 始めた 。	オスカー は 21 時 まで に その 手話 を 聞き 終えた 。	entailment	25	時	random	2区間比較（以内/以内+区間計算）
4061	マチルダ が 4 時間 以内 に 親族 を 失った 。 マチルダ は 19 時 に その 親族 を 失い 始めた 。	マチルダ は 18 時 まで に その 親族 を 失い 終えた 。	contradiction	25	時	random	2区間比較（以内/以内+区間計算）
4062	マチルダ が 9 時間 以内 に 考察 を 行った 。 マチルダ は 12 時 に その 考察 を 行い 始めた 。	マチルダ は 23 時 まで に その 考察 を 行い 終えた 。	entailment	25	時	random	2区間比較（以内/以内+区間計算）
4063	パット が 4 時間 以内 に 指導 力 を 発揮 した 。 パット は 17 時 に その 指導 力 を 発揮 し 始めた 。	パット は 7 時 まで に その 指導 力 を 発揮 し 終えた 。	contradiction	25	時	random	2区間比較（以内/以内+区間計算）
4064	プロッド が 1 時間 以内 に 金額 を 送った 。 プロッド は 14 時 に その 金額 を 送り 始めた 。	プロッド は 8 時 まで に その 金額 を 送り 終えた 。	contradiction	25	時	random	2区間比較（以内/以内+区間計算）
4065	イヴァン が 9 時間 以内 に 勇姿 を 現した 。 イヴァン は 23 時 に その 勇姿 を 現し 始めた 。	イヴァン は 2 時 まで に その 勇姿 を 現し 終えた 。	contradiction	25	時	random	2区間比較（以内/以内+区間計算）
4066	ゾーイ が 5 時間 以内 に 攻防 戦 を 繰り広げた 。 ゾーイ は 14 時 に その 攻防 戦 を 繰り広げ 始めた 。	ゾーイ は 4 時 まで に その 攻防 戦 を 繰り広げ 終えた 。	contradiction	25	時	random	2区間比較（以内/以内+区間計算）
4067	パット が 4 時間 以内 に 指先 を 伸ばした 。 パット は 8 時 に その 指先 を 伸ばし 始めた 。	パット は 18 時 まで に その 指先 を 伸ばし 終えた 。	entailment	25	時	random	2区間比較（以内/以内+区間計算）
4068	トレント が 7 時間 以内 に ティッシュ を 受け取った 。 トレント は 5 時 に その ティッシュ を 受け取り 始めた 。	トレント は 19 時 まで に その ティッシュ を 受け取り 終えた 。	entailment	25	時	random	2区間比較（以内/以内+区間計算）
4069	アイザック が 6 時間 以内 に メモ を 書いた 。 アイザック は 10 時 に その メモ を 書き 始めた 。	アイザック は 21 時 まで に その メモ を 書き 終えた 。	entailment	25	時	random	2区間比較（以内/以内+区間計算）
4070	アリス が 9 時間 以内 に 対案 を 提出 した 。 アリス は 9 時 に その 対案 を 提出 し 始めた 。	アリス は 23 時 まで に その 対案 を 提出 し 終えた 。	entailment	25	時	random	2区間比較（以内/以内+区間計算）
4071	アイザック が 9 時間 以内 に 気炎 を 揚げた 。 アイザック は 15 時 に その 気炎 を 揚げ 始めた 。	アイザック は 21 時 まで に その 気炎 を 揚げ 終えた 。	neutral	25	時	random	2区間比較（以内/以内+区間計算）
4072	キャロル が 5 時間 以内 に 種 を 下さる た 。 キャロル は 13 時 に その 種 を 下さり 始めた 。	キャロル は 15 時 まで に その 種 を 下さり 終えた 。	neutral	25	時	random	2区間比較（以内/以内+区間計算）
4073	アイザック が 1 時間 以内 に 連絡 を 承った 。 アイザック は 3 時 に その 連絡 を 承り 始めた 。	アイザック は 5 時 まで に その 連絡 を 承り 終えた 。	entailment	25	時	random	2区間比較（以内/以内+区間計算）
4074	ペギー が 7 時間 以内 に 義務 を 負った 。 ペギー は 2 時 に その 義務 を 負い 始めた 。	ペギー は 3 時 まで に その 義務 を 負い 終えた 。	neutral	25	時	random	2区間比較（以内/以内+区間計算）
4075	ボブ が 3 時間 以内 に 絵本 を 贈った 。 ボブ は 9 時 に その 絵本 を 贈り 始めた 。	ボブ は 11 時 まで に その 絵本 を 贈り 終えた 。	neutral	25	時	random	2区間比較（以内/以内+区間計算）
4076	マレット が 7 時間 以内 に 慰め を 祈った 。 マレット は 21 時 に その 慰め を 祈り 始めた 。	マレット は 22 時 まで に その 慰め を 祈り 終えた 。	neutral	25	時	random	2区間比較（以内/以内+区間計算）
4077	キャロル が 6 時間 以内 に 参加 者 を 開始 した 。 キャロル は 3 時 に その 参加 者 を 開始 し 始めた 。	キャロル は 4 時 まで に その 参加 者 を 開始 し 終えた 。	neutral	25	時	random	2区間比較（以内/以内+区間計算）
4078	ボブ が 8 時間 以内 に 蜂蜜 を 揚げた 。 ボブ は 12 時 に その 蜂蜜 を 揚げ 始めた 。	ボブ は 19 時 まで に その 蜂蜜 を 揚げ 終えた 。	neutral	25	時	random	2区間比較（以内/以内+区間計算）
4079	パット が 3 時間 以内 に 焼き蕎麦 を 頼んだ 。 パット は 4 時 に その 焼き蕎麦 を 頼み 始めた 。	パット は 5 時 まで に その 焼き蕎麦 を 頼み 終えた 。	neutral	25	時	random	2区間比較（以内/以内+区間計算）
4080	ペギー が 9 時間 以内 に 用事 を 造った 。 ペギー は 4 時 に その 用事 を 造り 始めた 。	ペギー は 6 時 まで に その 用事 を 造り 終えた 。	neutral	25	時	random	2区間比較（以内/以内+区間計算）
4081	パット が 2 時間 以内 に 遺体 を 引き取った 。 パット は 7 時 に その 遺体 を 引き取り 始めた 。	パット は 8 時 まで に その 遺体 を 引き取り 終えた 。	neutral	25	時	short	2区間比較（以内/以内+区間計算）
4082	アイザック が 2 時間 以内 に 貸切 を 承った 。 アイザック は 10 時 に その 貸切 を 承り 始めた 。	アイザック は 9 時 まで に その 貸切 を 承り 終えた 。	contradiction	25	時	short	2区間比較（以内/以内+区間計算）
4083	ジャスティン が 2 時間 以内 に 訓告 を 受けた 。 ジャスティン は 10 時 に その 訓告 を 受け 始めた 。	ジャスティン は 8 時 まで に その 訓告 を 受け 終えた 。	contradiction	25	時	short	2区間比較（以内/以内+区間計算）
4084	トレント が 2 時間 以内 に 人間 を 盗った 。 トレント は 14 時 に その 人間 を 盗り 始めた 。	トレント は 16 時 まで に その 人間 を 盗り 終えた 。	entailment	25	時	short	2区間比較（以内/以内+区間計算）
4085	スティーブ が 2 時間 以内 に ファクス を 送った 。 スティーブ は 4 時 に その ファクス を 送り 始めた 。	スティーブ は 5 時 まで に その ファクス を 送り 終えた 。	neutral	25	時	short	2区間比較（以内/以内+区間計算）
4086	アイザック が 1 時間 以内 に 疲れ を 見せた 。 アイザック は 13 時 に その 疲れ を 見せ 始めた 。	アイザック は 16 時 まで に その 疲れ を 見せ 終えた 。	entailment	25	時	short	2区間比較（以内/以内+区間計算）
4087	トルーディー が 2 時間 以内 に 腕 を 挙げた 。 トルーディー は 19 時 に その 腕 を 挙げ 始めた 。	トルーディー は 20 時 まで に その 腕 を 挙げ 終えた 。	neutral	25	時	short	2区間比較（以内/以内+区間計算）
4088	エレン が 1 時間 以内 に 伊勢 を 訪れた 。 エレン は 16 時 に その 伊勢 を 訪れ 始めた 。	エレン は 15 時 まで に その 伊勢 を 訪れ 終えた 。	contradiction	25	時	short	2区間比較（以内/以内+区間計算）
4089	イヴァン が 1 時間 以内 に 保証 を 致した 。 イヴァン は 12 時 に その 保証 を 致し 始めた 。	イヴァン は 13 時 まで に その 保証 を 致し 終えた 。	entailment	25	時	short	2区間比較（以内/以内+区間計算）
4090	ゾーイ が 2 時間 以内 に 寺院 を 案内 した 。 ゾーイ は 9 時 に その 寺院 を 案内 し 始めた 。	ゾーイ は 10 時 まで に その 寺院 を 案内 し 終えた 。	neutral	25	時	short	2区間比較（以内/以内+区間計算）
4091	ペギー が 2 時間 以内 に 吟味 を 行った 。 ペギー は 17 時 に その 吟味 を 行い 始めた 。	ペギー は 14 時 まで に その 吟味 を 行い 終えた 。	contradiction	25	時	short	2区間比較（以内/以内+区間計算）
4092	アイザック が 1 時間 以内 に パラダイム を 変えた 。 アイザック は 7 時 に その パラダイム を 変え 始めた 。	アイザック は 14 時 まで に その パラダイム を 変え 終えた 。	entailment	25	時	short	2区間比較（以内/以内+区間計算）
4093	プロッド が 2 時間 以内 に 球審 を 務めた 。 プロッド は 7 時 に その 球審 を 務め 始めた 。	プロッド は 0 時 まで に その 球審 を 務め 終えた 。	contradiction	25	時	short	2区間比較（以内/以内+区間計算）
4094	オスカー が 2 時間 以内 に 拍手 を 下さる た 。 オスカー は 16 時 に その 拍手 を 下さり 始めた 。	オスカー は 17 時 まで に その 拍手 を 下さり 終えた 。	neutral	25	時	short	2区間比較（以内/以内+区間計算）
4095	オスカー が 2 時間 以内 に 挑戦 を 果たした 。 オスカー は 15 時 に その 挑戦 を 果たし 始めた 。	オスカー は 13 時 まで に その 挑戦 を 果たし 終えた 。	contradiction	25	時	short	2区間比較（以内/以内+区間計算）
4096	プロッド が 2 時間 以内 に 講演 を 致した 。 プロッド は 9 時 に その 講演 を 致し 始めた 。	プロッド は 7 時 まで に その 講演 を 致し 終えた 。	contradiction	25	時	short	2区間比較（以内/以内+区間計算）
4097	オスカー が 1 時間 以内 に 指揮 者 を 勤めた 。 オスカー は 17 時 に その 指揮 者 を 勤め 始めた 。	オスカー は 20 時 まで に その 指揮 者 を 勤め 終えた 。	entailment	25	時	short	2区間比較（以内/以内+区間計算）
4098	エレン が 2 時間 以内 に 統計 を 迎えた 。 エレン は 18 時 に その 統計 を 迎え 始めた 。	エレン は 14 時 まで に その 統計 を 迎え 終えた 。	contradiction	25	時	short	2区間比較（以内/以内+区間計算）
4099	トレント が 2 時間 以内 に 再生 を 駆けた 。 トレント は 14 時 に その 再生 を 駆け 始めた 。	トレント は 17 時 まで に その 再生 を 駆け 終えた 。	entailment	25	時	short	2区間比較（以内/以内+区間計算）
4100	ビクター が 1 時間 以内 に 制度 を 定めた 。 ビクター は 13 時 に その 制度 を 定め 始めた 。	ビクター は 16 時 まで に その 制度 を 定め 終えた 。	entailment	25	時	short	2区間比較（以内/以内+区間計算）
4101	オスカー が 2 時間 以内 に チーム を 決めた 。 オスカー は 8 時 に その チーム を 決め 始めた 。	オスカー は 9 時 まで に その チーム を 決め 終えた 。	neutral	25	時	short	2区間比較（以内/以内+区間計算）
4102	イヴァン が 2 時間 以内 に ガイド を 致した 。 イヴァン は 16 時 に その ガイド を 致し 始めた 。	イヴァン は 10 時 まで に その ガイド を 致し 終えた 。	contradiction	25	時	short	2区間比較（以内/以内+区間計算）
4103	マチルダ が 1 時間 以内 に 弁当 箱 を 開いた 。 マチルダ は 13 時 に その 弁当 箱 を 開き 始めた 。	マチルダ は 6 時 まで に その 弁当 箱 を 開き 終えた 。	contradiction	25	時	short	2区間比較（以内/以内+区間計算）
4104	ゾーイ が 2 時間 以内 に 参加 を 表明 した 。 ゾーイ は 18 時 に その 参加 を 表明 し 始めた 。	ゾーイ は 19 時 まで に その 参加 を 表明 し 終えた 。	neutral	25	時	short	2区間比較（以内/以内+区間計算）
4105	マロリー が 1 時間 以内 に 展開 を 致した 。 マロリー は 0 時 に その 展開 を 致し 始めた 。	マロリー は 2 時 まで に その 展開 を 致し 終えた 。	entailment	25	時	short	2区間比較（以内/以内+区間計算）
4106	フランク が 1 時間 以内 に 付託 を 致した 。 フランク は 14 時 に その 付託 を 致し 始めた 。	フランク は 19 時 まで に その 付託 を 致し 終えた 。	entailment	25	時	short	2区間比較（以内/以内+区間計算）
4107	ビクター が 2 時間 以内 に 奏者 を 勤めた 。 ビクター は 6 時 に その 奏者 を 勤め 始めた 。	ビクター は 10 時 まで に その 奏者 を 勤め 終えた 。	entailment	25	時	short	2区間比較（以内/以内+区間計算）
4108	キャロル が 2 時間 以内 に グリッド を 決めた 。 キャロル は 17 時 に その グリッド を 決め 始めた 。	キャロル は 18 時 まで に その グリッド を 決め 終えた 。	neutral	25	時	short	2区間比較（以内/以内+区間計算）
4109	ジャスティン が 2 時間 以内 に 要望 を 受けた 。 ジャスティン は 20 時 に その 要望 を 受け 始めた 。	ジャスティン は 21 時 まで に その 要望 を 受け 終えた 。	neutral	25	時	short	2区間比較（以内/以内+区間計算）
4110	ウォルター が 2 時間 以内 に 過敏 を 起こした 。 ウォルター は 20 時 に その 過敏 を 起こし 始めた 。	ウォルター は 21 時 まで に その 過敏 を 起こし 終えた 。	neutral	25	時	short	2区間比較（以内/以内+区間計算）
4111	ジャスティン が 6 年間 以内 に 現金 を 払った 。	ジャスティン は その 現金 を 払う のに 8 年間 を 費やした 。	contradiction	26	年間	random	2区間比較（以内/ちょうど）
4112	マチルダ が 9 年間 以内 に 賠償 を 致した 。	マチルダ は その 賠償 を 致す のに 2 年間 を 費やした 。	neutral	26	年間	random	2区間比較（以内/ちょうど）
4113	フランク が 6 年間 以内 に 嘆願 書 を 送った 。	フランク は その 嘆願 書 を 送る のに 5 年間 を 費やした 。	neutral	26	年間	random	2区間比較（以内/ちょうど）
4114	マロリー が 7 年間 以内 に 救済 策 を 発表 した 。	マロリー は その 救済 策 を 発表 する のに 1 年間 を 費やした 。	neutral	26	年間	random	2区間比較（以内/ちょうど）
4115	マーヴィン が 6 年間 以内 に 突破 を 決めた 。	マーヴィン は その 突破 を 決める のに 3 年間 を 費やした 。	neutral	26	年間	random	2区間比較（以内/ちょうど）
4116	アイザック が 2 年間 以内 に 天秤 を 傾けた 。	アイザック は その 天秤 を 傾ける のに 8 年間 を 費やした 。	contradiction	26	年間	random	2区間比較（以内/ちょうど）
4117	トレント が 6 年間 以内 に 武器 を 抜いた 。	トレント は その 武器 を 抜く のに 9 年間 を 費やした 。	contradiction	26	年間	random	2区間比較（以内/ちょうど）
4118	マチルダ が 7 年間 以内 に 金銭 を 払った 。	マチルダ は その 金銭 を 払う のに 9 年間 を 費やした 。	contradiction	26	年間	random	2区間比較（以内/ちょうど）
4119	アイザック が 4 年間 以内 に ブエノスアイレス を 訪れた 。	アイザック は その ブエノスアイレス を 訪れる のに 5 年間 を 費やした 。	contradiction	26	年間	random	2区間比較（以内/ちょうど）
4120	アイザック が 6 年間 以内 に 背 を 合わせた 。	アイザック は その 背 を 合わせる のに 5 年間 を 費やした 。	neutral	26	年間	random	2区間比較（以内/ちょうど）
4121	キャロル が 6 年間 以内 に サバゲ を 楽しんだ 。	キャロル は その サバゲ を 楽しむ のに 8 年間 を 費やした 。	contradiction	26	年間	random	2区間比較（以内/ちょうど）
4122	スティーブ が 2 年間 以内 に オフ を 迎えた 。	スティーブ は その オフ を 迎える のに 9 年間 を 費やした 。	contradiction	26	年間	random	2区間比較（以内/ちょうど）
4123	フランク が 4 年間 以内 に 支払い を 決定 した 。	フランク は その 支払い を 決定 する のに 7 年間 を 費やした 。	contradiction	26	年間	random	2区間比較（以内/ちょうど）
4124	エレン が 5 年間 以内 に メリット を 受けた 。	エレン は その メリット を 受ける のに 2 年間 を 費やした 。	neutral	26	年間	random	2区間比較（以内/ちょうど）
4125	マーヴィン が 1 年間 以内 に 世話 を 見た 。	マーヴィン は その 世話 を 見る のに 7 年間 を 費やした 。	contradiction	26	年間	random	2区間比較（以内/ちょうど）
4126	スティーブ が 8 年間 以内 に 声明 を 手渡した 。	スティーブ は その 声明 を 手渡す のに 2 年間 を 費やした 。	neutral	26	年間	random	2区間比較（以内/ちょうど）
4127	トルーディー が 6 年間 以内 に ラッシ を 注文 した 。	トルーディー は その ラッシ を 注文 する のに 9 年間 を 費やした 。	contradiction	26	年間	random	2区間比較（以内/ちょうど）
4128	ウォルター が 7 年間 以内 に 会務 を 代行 した 。	ウォルター は その 会務 を 代行 する のに 4 年間 を 費やした 。	neutral	26	年間	random	2区間比較（以内/ちょうど）
4129	イヴァン が 9 年間 以内 に 横槍 を 入れた 。	イヴァン は その 横槍 を 入れる のに 6 年間 を 費やした 。	neutral	26	年間	random	2区間比較（以内/ちょうど）
4130	チャーリー が 8 年間 以内 に 街宣 を 行った 。	チャーリー は その 街宣 を 行う のに 1 年間 を 費やした 。	neutral	26	年間	random	2区間比較（以内/ちょうど）
4131	トルーディー が 2 年間 以内 に グループ を 案内 した 。	トルーディー は その グループ を 案内 する のに 2 年間 を 費やした 。	neutral	26	年間	short	2区間比較（以内/ちょうど）
4132	ボブ が 1 年間 以内 に 葬式 を 挙げた 。	ボブ は その 葬式 を 挙げる のに 1 年間 を 費やした 。	neutral	26	年間	short	2区間比較（以内/ちょうど）
4133	トルーディー が 1 年間 以内 に 声明 を 出した 。	トルーディー は その 声明 を 出す のに 2 年間 を 費やした 。	contradiction	26	年間	short	2区間比較（以内/ちょうど）
4134	エレン が 2 年間 以内 に 唇 を 開いた 。	エレン は その 唇 を 開く のに 2 年間 を 費やした 。	neutral	26	年間	short	2区間比較（以内/ちょうど）
4135	マーヴィン が 1 年間 以内 に 意味 を 知った 。	マーヴィン は その 意味 を 知る のに 1 年間 を 費やした 。	neutral	26	年間	short	2区間比較（以内/ちょうど）
4136	トルーディー が 2 年間 以内 に 国 作り を 行った 。	トルーディー は その 国 作り を 行う のに 1 年間 を 費やした 。	neutral	26	年間	short	2区間比較（以内/ちょうど）
4137	フランク が 2 年間 以内 に 大検 を 取得 した 。	フランク は その 大検 を 取得 する のに 2 年間 を 費やした 。	neutral	26	年間	short	2区間比較（以内/ちょうど）
4138	イヴァン が 2 年間 以内 に 皆様 を 御迎え した 。	イヴァン は その 皆様 を 御迎え する のに 1 年間 を 費やした 。	neutral	26	年間	short	2区間比較（以内/ちょうど）
4139	ペギー が 2 年間 以内 に 価額 を 決定 した 。	ペギー は その 価額 を 決定 する のに 2 年間 を 費やした 。	neutral	26	年間	short	2区間比較（以内/ちょうど）
4140	プロッド が 2 年間 以内 に クチ を 開いた 。	プロッド は その クチ を 開く のに 1 年間 を 費やした 。	neutral	26	年間	short	2区間比較（以内/ちょうど）
4141	キャロル が 1 年間 以内 に 登板 を 果たした 。	キャロル は その 登板 を 果たす のに 2 年間 を 費やした 。	contradiction	26	年間	short	2区間比較（以内/ちょうど）
4142	スティーブ が 2 年間 以内 に 権限 を 代行 した 。	スティーブ は その 権限 を 代行 する のに 2 年間 を 費やした 。	neutral	26	年間	short	2区間比較（以内/ちょうど）
4143	イブ が 1 年間 以内 に 連勝 を 飾った 。	イブ は その 連勝 を 飾る のに 2 年間 を 費やした 。	contradiction	26	年間	short	2区間比較（以内/ちょうど）
4144	トレント が 1 年間 以内 に 責め を 負った 。	トレント は その 責め を 負う のに 2 年間 を 費やした 。	contradiction	26	年間	short	2区間比較（以内/ちょうど）
4145	トルーディー が 1 年間 以内 に クリティカル を 受けた 。	トルーディー は その クリティカル を 受ける のに 2 年間 を 費やした 。	contradiction	26	年間	short	2区間比較（以内/ちょうど）
4146	ビクター が 1 年間 以内 に 札 を 揚げた 。	ビクター は その 札 を 揚げる のに 2 年間 を 費やした 。	contradiction	26	年間	short	2区間比較（以内/ちょうど）
4147	スティーブ が 1 年間 以内 に スクリプト を 作成 した 。	スティーブ は その スクリプト を 作成 する のに 2 年間 を 費やした 。	contradiction	26	年間	short	2区間比較（以内/ちょうど）
4148	マロリー が 1 年間 以内 に レンズ を 向けた 。	マロリー は その レンズ を 向ける のに 2 年間 を 費やした 。	contradiction	26	年間	short	2区間比較（以内/ちょうど）
4149	チャーリー が 1 年間 以内 に 遊説 を 行った 。	チャーリー は その 遊説 を 行う のに 2 年間 を 費やした 。	contradiction	26	年間	short	2区間比較（以内/ちょうど）
4150	イブ が 1 年間 以内 に 外科 を 訪れた 。	イブ は その 外科 を 訪れる のに 2 年間 を 費やした 。	contradiction	26	年間	short	2区間比較（以内/ちょうど）
4151	キャロル が 3 ヶ月間 以内 に 進行 を 行った 。	キャロル は その 進行 を 行う のに 6 ヶ月間 を 費やした 。	contradiction	26	月間	random	2区間比較（以内/ちょうど）
4152	プロッド が 2 ヶ月間 以内 に 椅子 を 運んだ 。	プロッド は その 椅子 を 運ぶ のに 1 ヶ月間 を 費やした 。	neutral	26	月間	random	2区間比較（以内/ちょうど）
4153	ペギー が 5 ヶ月間 以内 に 尻 を 下げた 。	ペギー は その 尻 を 下げる のに 4 ヶ月間 を 費やした 。	neutral	26	月間	random	2区間比較（以内/ちょうど）
4154	マロリー が 4 ヶ月間 以内 に 手法 を 変えた 。	マロリー は その 手法 を 変える のに 9 ヶ月間 を 費やした 。	contradiction	26	月間	random	2区間比較（以内/ちょうど）
