num	premise	hypothesis	gold_label	template_num	time_format	time_span
7000	マチルダ は 会社 の 指針 を 9 ヶ月間 定めた 。	マチルダ は 会社 の 指針 を 9 ヶ月間 定めた 。	neutral	35	月間	random
7001	アリス は 新作 の シナリオ を 2 ヶ月間 発表 した 。	アリス は 新作 の シナリオ を 2 ヶ月間 発表 した 。	neutral	35	月間	short
7002	ウォルター は 学会 の 振興 賞 を 1 ヶ月間 受賞 した 。	ウォルター は 学会 の 振興 賞 を 2 ヶ月間 受賞 した 。	neutral	35	月間	short
7003	アリス は サイト の 詳細 を 1 ヶ月間 送った 。	アリス は サイト の 詳細 を 2 ヶ月間 送った 。	neutral	35	月間	short
7004	スティーブ は 程 の 胡坐 を 1 ヶ月間 欠いた 。	スティーブ は 程 の 胡坐 を 2 ヶ月間 欠いた 。	neutral	35	月間	short
7005	デイヴ は チーム の ナンバー を 1 ヶ月間 決めた 。	デイヴ は チーム の ナンバー を 2 ヶ月間 決めた 。	neutral	35	月間	short
7006	トレント は リーグ の 入団 を 1 ヶ月間 決めた 。	トレント は リーグ の 入団 を 1 ヶ月間 決めた 。	neutral	35	月間	short
7007	イブ は 商品 の ユニホーム を 2 ヶ月間 受け取った 。	イブ は 商品 の ユニホーム を 2 ヶ月間 受け取った 。	neutral	35	月間	short
7008	アリス は 学習 の 監査 を 2 ヶ月間 行った 。	アリス は 学習 の 監査 を 2 ヶ月間 行った 。	neutral	35	月間	short
7009	トレント は 片方 の 両腕 を 1 ヶ月間 伸ばした 。	トレント は 片方 の 両腕 を 2 ヶ月間 伸ばした 。	neutral	35	月間	short
7010	アイザック は 妹 の 作戦 を 1 ヶ月間 見た 。	アイザック は 妹 の 作戦 を 1 ヶ月間 見た 。	neutral	35	月間	short
7011	トレント は 別れ の 式典 を 2 ヶ月間 開いた 。	トレント は 別れ の 式典 を 2 ヶ月間 開いた 。	neutral	35	月間	short
7012	マレット は 撮影 の 着付け を 1 ヶ月間 始めた 。	マレット は 撮影 の 着付け を 1 ヶ月間 始めた 。	neutral	35	月間	short
7013	ウォルター は 等 の 物語 を 2 ヶ月間 聞いた 。	ウォルター は 等 の 物語 を 2 ヶ月間 聞いた 。	neutral	35	月間	short
7014	イヴァン は ユーザー の 出場 を 1 ヶ月間 狙った 。	イヴァン は ユーザー の 出場 を 1 ヶ月間 狙った 。	neutral	35	月間	short
7015	マロリー は 感謝 の 敬礼 を 2 ヶ月間 送った 。	マロリー は 感謝 の 敬礼 を 1 ヶ月間 送った 。	entailment	35	月間	short
7016	アリス は 修理 の 手伝い を 1 ヶ月間 承った 。	アリス は 修理 の 手伝い を 2 ヶ月間 承った 。	neutral	35	月間	short
7017	マロリー は 体当たり の 舞台 を 1 ヶ月間 見せた 。	マロリー は 体当たり の 舞台 を 1 ヶ月間 見せた 。	neutral	35	月間	short
7018	ビクター は 唯一 の 羽根 を 1 ヶ月間 失った 。	ビクター は 唯一 の 羽根 を 1 ヶ月間 失った 。	neutral	35	月間	short
7019	イブ は 鍛錬 の 活動 を 1 ヶ月間 披露 した 。	イブ は 鍛錬 の 活動 を 1 ヶ月間 披露 した 。	neutral	35	月間	short
7020	ビクター は 本 の 会話 を 2 ヶ月間 した 。	ビクター は 本 の 会話 を 1 ヶ月間 した 。	entailment	35	月間	short
7021	ビクター は 足 の 前髪 を 1 ヶ月間 切った 。	ビクター は 足 の 前髪 を 2 ヶ月間 切った 。	neutral	35	月間	short
7022	ジャスティン は 地震 の 御挨拶 を 2 ヶ月間 申し上げた 。	ジャスティン は 地震 の 御挨拶 を 1 ヶ月間 申し上げた 。	entailment	35	月間	short
7023	パット は カード の 肉付け を 2 ヶ月間 行った 。	パット は カード の 肉付け を 1 ヶ月間 行った 。	entailment	35	月間	short
7024	チャーリー は 死刑 の 宣旨 を 2 ヶ月間 下した 。	チャーリー は 死刑 の 宣旨 を 2 ヶ月間 下した 。	neutral	35	月間	short
7025	ビクター は 福祉 士 の 判決 を 2 ヶ月間 得た 。	ビクター は 福祉 士 の 判決 を 2 ヶ月間 得た 。	neutral	35	月間	short
7026	キャロル は 情報 の 分布 表 を 3 日間 作成 した 。	キャロル は 情報 の 分布 表 を 6 日間 作成 した 。	neutral	35	日間	random
7027	ウォルター は 母 の 会員 を 8 日間 迎えた 。	ウォルター は 母 の 会員 を 2 日間 迎えた 。	entailment	35	日間	random
7028	パット は 連携 の 地上 を 5 日間 結んだ 。	パット は 連携 の 地上 を 9 日間 結んだ 。	neutral	35	日間	random
7029	キャロル は 客 の 届け を 9 日間 承った 。	キャロル は 客 の 届け を 5 日間 承った 。	entailment	35	日間	random
7030	フランク は 構造 の ビル を 8 日間 探した 。	フランク は 構造 の ビル を 4 日間 探した 。	entailment	35	日間	random
7031	ボブ は 中学校 の 議長 を 8 日間 務めた 。	ボブ は 中学校 の 議長 を 1 日間 務めた 。	entailment	35	日間	random
7032	プロッド は 妹 の 年寄り を 8 日間 見た 。	プロッド は 妹 の 年寄り を 6 日間 見た 。	entailment	35	日間	random
7033	ボブ は 安心 の 旅 を 7 日間 致した 。	ボブ は 安心 の 旅 を 9 日間 致した 。	neutral	35	日間	random
7034	アイザック は 実力 の 想像 力 を 2 日間 発揮 した 。	アイザック は 実力 の 想像 力 を 6 日間 発揮 した 。	neutral	35	日間	random
7035	ボブ は 全員 の 盛況 を 6 日間 祈った 。	ボブ は 全員 の 盛況 を 5 日間 祈った 。	entailment	35	日間	random
7036	マロリー は 設計 の 記載 を 8 日間 行った 。	マロリー は 設計 の 記載 を 8 日間 行った 。	neutral	35	日間	random
7037	マチルダ は 全国 の 志願 者 を 3 日間 集めた 。	マチルダ は 全国 の 志願 者 を 4 日間 集めた 。	neutral	35	日間	random
7038	トルーディー は 大手 町 の 同 町 を 2 日間 訪れた 。	トルーディー は 大手 町 の 同 町 を 1 日間 訪れた 。	entailment	35	日間	random
7039	ジャスティン は ケーキ の 料理 を 3 日間 承った 。	ジャスティン は ケーキ の 料理 を 8 日間 承った 。	neutral	35	日間	random
7040	プロッド は 方々 の 敬意 を 4 日間 申し上げた 。	プロッド は 方々 の 敬意 を 8 日間 申し上げた 。	neutral	35	日間	random
7041	スティーブ は 悩み の アドバイス を 7 日間 受けた 。	スティーブ は 悩み の アドバイス を 4 日間 受けた 。	entailment	35	日間	random
7042	トレント は 年下 の 市 を 1 日間 挙げた 。	トレント は 年下 の 市 を 4 日間 挙げた 。	neutral	35	日間	random
7043	マレット は メディア の オーディション を 8 日間 受けた 。	マレット は メディア の オーディション を 2 日間 受けた 。	entailment	35	日間	random
7044	ウォルター は 国家 の アップ を 4 日間 駆けた 。	ウォルター は 国家 の アップ を 9 日間 駆けた 。	neutral	35	日間	random
7045	ボブ は 築地 の 皮膚 科 を 5 日間 訪れた 。	ボブ は 築地 の 皮膚 科 を 6 日間 訪れた 。	neutral	35	日間	random
7046	アイザック は 野菜 の 惣菜 を 3 日間 選んだ 。	アイザック は 野菜 の 惣菜 を 2 日間 選んだ 。	entailment	35	日間	random
7047	オスカー は 最寄 の 店舗 を 9 日間 案内 した 。	オスカー は 最寄 の 店舗 を 1 日間 案内 した 。	entailment	35	日間	random
7048	ボブ は 旨 の 答弁 を 5 日間 致した 。	ボブ は 旨 の 答弁 を 6 日間 致した 。	neutral	35	日間	random
7049	マチルダ は 本来 の 本性 を 3 日間 現した 。	マチルダ は 本来 の 本性 を 4 日間 現した 。	neutral	35	日間	random
7050	ウォルター は 研究 会 の 取り次ぎ を 4 日間 致した 。	ウォルター は 研究 会 の 取り次ぎ を 2 日間 致した 。	entailment	35	日間	random
7051	ジャスティン は 共和 国 の 降伏 を 2 日間 宣言 した 。	ジャスティン は 共和 国 の 降伏 を 2 日間 宣言 した 。	neutral	35	日間	short
7052	スティーブ は 為 の 牡丹 を 2 日間 作成 した 。	スティーブ は 為 の 牡丹 を 1 日間 作成 した 。	entailment	35	日間	short
7053	イブ は 一定 の 保証 金 を 1 日間 払った 。	イブ は 一定 の 保証 金 を 2 日間 払った 。	neutral	35	日間	short
7054	イヴァン は クラス の 創造 力 を 1 日間 発揮 した 。	イヴァン は クラス の 創造 力 を 1 日間 発揮 した 。	neutral	35	日間	short
7055	マロリー は 旨 の 口上 を 2 日間 述べた 。	マロリー は 旨 の 口上 を 2 日間 述べた 。	neutral	35	日間	short
7056	スティーブ は 情報 の 長話 を 2 日間 した 。	スティーブ は 情報 の 長話 を 2 日間 した 。	neutral	35	日間	short
7057	ボブ は 人生 の 発進 を 1 日間 切った 。	ボブ は 人生 の 発進 を 1 日間 切った 。	neutral	35	日間	short
7058	アリス は 以下 の 構想 を 2 日間 定めた 。	アリス は 以下 の 構想 を 1 日間 定めた 。	entailment	35	日間	short
7059	イブ は 苦情 の ラジオ を 1 日間 駆けた 。	イブ は 苦情 の ラジオ を 2 日間 駆けた 。	neutral	35	日間	short
7060	パット は 意見 の 取材 を 1 日間 行った 。	パット は 意見 の 取材 を 2 日間 行った 。	neutral	35	日間	short
7061	ボブ は 客 の 苦情 を 1 日間 承った 。	ボブ は 客 の 苦情 を 1 日間 承った 。	neutral	35	日間	short
7062	パット は クラブ の 解説 を 2 日間 務めた 。	パット は クラブ の 解説 を 2 日間 務めた 。	neutral	35	日間	short
7063	ボブ は 友達 の 画像 を 2 日間 撮った 。	ボブ は 友達 の 画像 を 2 日間 撮った 。	neutral	35	日間	short
7064	マロリー は 奥 の 塔 を 1 日間 上った 。	マロリー は 奥 の 塔 を 2 日間 上った 。	neutral	35	日間	short
7065	キャロル は 不測 の 被害 を 1 日間 被った 。	キャロル は 不測 の 被害 を 1 日間 被った 。	neutral	35	日間	short
7066	イヴァン は 返事 の 寄せ書き を 1 日間 書いた 。	イヴァン は 返事 の 寄せ書き を 2 日間 書いた 。	neutral	35	日間	short
7067	ビクター は 間 の 折衝 を 2 日間 行った 。	ビクター は 間 の 折衝 を 2 日間 行った 。	neutral	35	日間	short
7068	エレン は 足 の 封 を 1 日間 開いた 。	エレン は 足 の 封 を 2 日間 開いた 。	neutral	35	日間	short
7069	マレット は 局長 の 発表 を 1 日間 発表 した 。	マレット は 局長 の 発表 を 2 日間 発表 した 。	neutral	35	日間	short
7070	フランク は 極上 の 手の平 を 1 日間 向けた 。	フランク は 極上 の 手の平 を 1 日間 向けた 。	neutral	35	日間	short
7071	ジャスティン は 治療 の 水着 を 1 日間 説明 した 。	ジャスティン は 治療 の 水着 を 1 日間 説明 した 。	neutral	35	日間	short
7072	チャーリー は 長蛇 の 空き を 1 日間 造った 。	チャーリー は 長蛇 の 空き を 2 日間 造った 。	neutral	35	日間	short
7073	パット は 原告 の 不正 を 2 日間 認めた 。	パット は 原告 の 不正 を 2 日間 認めた 。	neutral	35	日間	short
7074	ゾーイ は 激励 の 手拍子 を 2 日間 送った 。	ゾーイ は 激励 の 手拍子 を 1 日間 送った 。	entailment	35	日間	short
7075	プロッド は 菓子 の 栗 を 2 日間 繰れた 。	プロッド は 菓子 の 栗 を 2 日間 繰れた 。	neutral	35	日間	short
7076	マチルダ は 恒例 の 風邪 を 2 時 間引いた 。	マチルダ は 恒例 の 風邪 を 4 時 間引いた 。	neutral	35	時間	random
7077	ビクター は 情報 の 収集 を 9 時間 致した 。	ビクター は 情報 の 収集 を 4 時間 致した 。	entailment	35	時間	random
7078	アリス は 昔乍ら の もちつき を 3 時間 体験 した 。	アリス は 昔乍ら の もちつき を 9 時間 体験 した 。	neutral	35	時間	random
7079	ジャスティン は 驚き の 目 を 7 時間 見張った 。	ジャスティン は 驚き の 目 を 6 時間 見張った 。	entailment	35	時間	random
7080	イヴァン は 華燭 の 披露宴 を 5 時間 挙げた 。	イヴァン は 華燭 の 披露宴 を 6 時間 挙げた 。	neutral	35	時間	random
7081	フランク は 謎 の コミニケーション を 7 時間 盗った 。	フランク は 謎 の コミニケーション を 4 時間 盗った 。	entailment	35	時間	random
7082	マレット は 協力 の ライセンス を 1 時間 結んだ 。	マレット は 協力 の ライセンス を 7 時間 結んだ 。	neutral	35	時間	random
7083	マチルダ は 唯一 の 親族 を 4 時間 失った 。	マチルダ は 唯一 の 親族 を 1 時間 失った 。	entailment	35	時間	random
7084	スティーブ は 化粧 品 の 予報 を 7 時間 届けた 。	スティーブ は 化粧 品 の 予報 を 2 時間 届けた 。	entailment	35	時間	random
7085	マーヴィン は 自ら の 心 を 8 時間 落とした 。	マーヴィン は 自ら の 心 を 9 時間 落とした 。	neutral	35	時間	random
7086	マレット は 唯一 の 妻 を 2 時間 失った 。	マレット は 唯一 の 妻 を 3 時間 失った 。	neutral	35	時間	random
7087	オスカー は ブランド の 出荷 を 8 時間 発表 した 。	オスカー は ブランド の 出荷 を 2 時間 発表 した 。	entailment	35	時間	random
7088	アリス は 急性 の 捻り 転 を 7 時間 起こした 。	アリス は 急性 の 捻り 転 を 4 時間 起こした 。	entailment	35	時間	random
7089	オスカー は 逆転 の 長 打 を 9 時間 放った 。	オスカー は 逆転 の 長 打 を 6 時間 放った 。	entailment	35	時間	random
7090	パット は 華燭 の 式 を 5 時間 挙げた 。	パット は 華燭 の 式 を 9 時間 挙げた 。	neutral	35	時間	random
7091	トレント は 時 の あれこれ を 6 時間 語った 。	トレント は 時 の あれこれ を 8 時間 語った 。	neutral	35	時間	random
7092	ボブ は 祭り の 登山 を 6 時間 祈願 した 。	ボブ は 祭り の 登山 を 6 時間 祈願 した 。	neutral	35	時間	random
7093	プロッド は 大人 の 勾配 を 2 時間 上った 。	プロッド は 大人 の 勾配 を 5 時間 上った 。	neutral	35	時間	random
7094	イヴァン は 国家 の 将来 を 8 時間 駆けた 。	イヴァン は 国家 の 将来 を 8 時間 駆けた 。	neutral	35	時間	random
7095	オスカー は 先生 の パネル 展 を 2 時間 開いた 。	オスカー は 先生 の パネル 展 を 3 時間 開いた 。	neutral	35	時間	random
7096	オスカー は 問題 の 祈願 祭 を 6 時間 開いた 。	オスカー は 問題 の 祈願 祭 を 1 時間 開いた 。	entailment	35	時間	random
7097	マレット は 反撃 の 予算 を 4 時間 切った 。	マレット は 反撃 の 予算 を 6 時間 切った 。	neutral	35	時間	random
7098	オスカー は 僕 の またたび を 4 時間 揚げた 。	オスカー は 僕 の またたび を 6 時間 揚げた 。	neutral	35	時間	random
7099	エレン は 極上 の 横顔 を 7 時間 向けた 。	エレン は 極上 の 横顔 を 2 時間 向けた 。	entailment	35	時間	random
7100	ボブ は 流星 群 の 検査 を 3 時間 迎えた 。	ボブ は 流星 群 の 検査 を 8 時間 迎えた 。	neutral	35	時間	random
7101	オスカー は 待ち の 空席 を 1 時間 作った 。	オスカー は 待ち の 空席 を 1 時間 作った 。	neutral	35	時間	short
7102	ジャスティン は 手作り の 法蓮草 を 2 時間 貰った 。	ジャスティン は 手作り の 法蓮草 を 2 時間 貰った 。	neutral	35	時間	short
7103	パット は 彼 の ペニス を 2 時間 離した 。	パット は 彼 の ペニス を 1 時間 離した 。	entailment	35	時間	short
7104	プロッド は 為 の 下調べ を 1 時間 始めた 。	プロッド は 為 の 下調べ を 2 時間 始めた 。	neutral	35	時間	short
7105	ペギー は 私 の 背 を 1 時間 離した 。	ペギー は 私 の 背 を 1 時間 離した 。	neutral	35	時間	short
7106	トレント は 市 の 市中 を 1 時間 練り歩いた 。	トレント は 市 の 市中 を 2 時間 練り歩いた 。	neutral	35	時間	short
7107	ゾーイ は 催促 の アド を 2 時間 送った 。	ゾーイ は 催促 の アド を 2 時間 送った 。	neutral	35	時間	short
7108	マレット は 文系 の キャスター を 1 時間 卒業 した 。	マレット は 文系 の キャスター を 1 時間 卒業 した 。	neutral	35	時間	short
7109	イブ は 念願 の 加盟 を 1 時間 果たした 。	イブ は 念願 の 加盟 を 2 時間 果たした 。	neutral	35	時間	short
7110	スティーブ は 事業 の 賠償 を 2 時間 負った 。	スティーブ は 事業 の 賠償 を 2 時間 負った 。	neutral	35	時間	short
7111	パット は 長蛇 の 行列 を 2 時間 造った 。	パット は 長蛇 の 行列 を 2 時間 造った 。	neutral	35	時間	short
7112	オスカー は 以下 の リクエスト を 1 時間 行った 。	オスカー は 以下 の リクエスト を 2 時間 行った 。	neutral	35	時間	short
7113	オスカー は 青春 の 発表 を 2 時間 流した 。	オスカー は 青春 の 発表 を 2 時間 流した 。	neutral	35	時間	short
7114	エレン は 計画 の 自慰 を 1 時間 表明 した 。	エレン は 計画 の 自慰 を 2 時間 表明 した 。	neutral	35	時間	short
7115	ジャスティン は 移動 の 供与 を 1 時間 行った 。	ジャスティン は 移動 の 供与 を 2 時間 行った 。	neutral	35	時間	short
7116	トレント は 活動 の 課題 を 2 時間 始めた 。	トレント は 活動 の 課題 を 1 時間 始めた 。	entailment	35	時間	short
7117	プロッド は 驚き の 目 を 1 時間 見張った 。	プロッド は 驚き の 目 を 1 時間 見張った 。	neutral	35	時間	short
7118	エレン は 器機 の 解析 を 2 時間 行った 。	エレン は 器機 の 解析 を 1 時間 行った 。	entailment	35	時間	short
7119	エレン は あて の 文書 を 2 時間 手渡した 。	エレン は あて の 文書 を 1 時間 手渡した 。	entailment	35	時間	short
7120	マレット は 移動 の 構築 を 2 時間 致した 。	マレット は 移動 の 構築 を 2 時間 致した 。	neutral	35	時間	short
7121	アリス は 為 の 会則 を 1 時間 定めた 。	アリス は 為 の 会則 を 2 時間 定めた 。	neutral	35	時間	short
7122	トレント は 現場 の 店 を 1 時間 伺った 。	トレント は 現場 の 店 を 2 時間 伺った 。	neutral	35	時間	short
7123	マレット は 恋 の 照会 を 1 時間 受けた 。	マレット は 恋 の 照会 を 1 時間 受けた 。	neutral	35	時間	short
7124	マロリー は 上 の 生還 を 1 時間 目指した 。	マロリー は 上 の 生還 を 1 時間 目指した 。	neutral	35	時間	short
7125	チャーリー は 周辺 の 温泉 街 を 2 時間 歩いた 。	チャーリー は 周辺 の 温泉 街 を 2 時間 歩いた 。	neutral	35	時間	short
7126	トレント は 国 の 標準 語 を 5 年間 話した 。	トレント は 国 の 標準 語 を 話した 。	entailment	36	年間	random
7127	トルーディー は 大手 町 の 病棟 を 3 年間 訪れた 。	トルーディー は 大手 町 の 病棟 を 訪れた 。	entailment	36	年間	random
7128	ビクター は 御前 の ステラ を 8 年間 殺した 。	ビクター は 御前 の ステラ を 殺した 。	entailment	36	年間	random
7129	ゾーイ は 会社 の 送球 を 6 年間 誘った 。	ゾーイ は 会社 の 送球 を 誘った 。	entailment	36	年間	random
7130	キャロル は 職場 の 彼氏 を 5 年間 誘った 。	キャロル は 職場 の 彼氏 を 誘った 。	entailment	36	年間	random
7131	プロッド は 禁止 の 処分 を 9 年間 下した 。	プロッド は 禁止 の 処分 を 下した 。	entailment	36	年間	random
7132	スティーブ は 精一杯 の 口 を 5 年間 向けた 。	スティーブ は 精一杯 の 口 を 向けた 。	entailment	36	年間	random
7133	ペギー は 協力 の 訂正 を 6 年間 申し上げた 。	ペギー は 協力 の 訂正 を 申し上げた 。	entailment	36	年間	random
7134	アリス は 唯一 の 職場 を 4 年間 失った 。	アリス は 唯一 の 職場 を 失った 。	entailment	36	年間	random
7135	チャーリー は 為 の 指標 を 5 年間 定めた 。	チャーリー は 為 の 指標 を 定めた 。	entailment	36	年間	random
7136	チャーリー は 会社 の 皆 を 2 年間 誘った 。	チャーリー は 会社 の 皆 を 誘った 。	entailment	36	年間	random
7137	ボブ は 安否 の 改廃 を 1 年間 行った 。	ボブ は 安否 の 改廃 を 行った 。	entailment	36	年間	random
7138	チャーリー は 事実 の 撤退 を 8 年間 表明 した 。	チャーリー は 事実 の 撤退 を 表明 した 。	entailment	36	年間	random
7139	マロリー は 全国 の 問い合わせ 先 を 1 年間 案内 した 。	マロリー は 全国 の 問い合わせ 先 を 案内 した 。	entailment	36	年間	random
7140	デイヴ は 心 の 悪化 を 1 年間 訴えた 。	デイヴ は 心 の 悪化 を 訴えた 。	entailment	36	年間	random
7141	デイヴ は 子供 の 体 を 3 年間 押した 。	デイヴ は 子供 の 体 を 押した 。	entailment	36	年間	random
7142	ペギー は 後悔 の 異物 を 4 年間 流した 。	ペギー は 後悔 の 異物 を 流した 。	entailment	36	年間	random
7143	マーヴィン は 削減 の 徹底 を 9 年間 致した 。	マーヴィン は 削減 の 徹底 を 致した 。	entailment	36	年間	random
7144	ウォルター は 関連 の 家事 を 4 年間 始めた 。	ウォルター は 関連 の 家事 を 始めた 。	entailment	36	年間	random
7145	ビクター は クリーム の 務め を 3 年間 果たした 。	ビクター は クリーム の 務め を 果たした 。	entailment	36	年間	random
7146	イブ は 試験 の 下拵え を 4 年間 始めた 。	イブ は 試験 の 下拵え を 始めた 。	entailment	36	年間	random
7147	アリス は 香水 の 祝 金 を 1 年間 贈った 。	アリス は 香水 の 祝 金 を 贈った 。	entailment	36	年間	random
7148	ボブ は 日本 語 の 上気 を 7 年間 突けた 。	ボブ は 日本 語 の 上気 を 突けた 。	entailment	36	年間	random
7149	ジャスティン は 外 の 女子 を 1 年間 診た 。	ジャスティン は 外 の 女子 を 診た 。	entailment	36	年間	random
7150	エレン は 委員 会 の 順位 を 2 年間 報告 した 。	エレン は 委員 会 の 順位 を 報告 した 。	entailment	36	年間	random
7151	マレット は 何等か の 動作 を 2 年間 起こした 。	マレット は 何等か の 動作 を 起こした 。	entailment	36	年間	short
7152	トルーディー は 準備 の 付き添い を 2 年間 した 。	トルーディー は 準備 の 付き添い を した 。	entailment	36	年間	short
7153	スティーブ は 計画 の 領収 書 を 2 年間 提出 した 。	スティーブ は 計画 の 領収 書 を 提出 した 。	entailment	36	年間	short
7154	ジャスティン は 花 の 御返し を 1 年間 贈った 。	ジャスティン は 花 の 御返し を 贈った 。	entailment	36	年間	short
7155	ボブ は 救い の 足 を 2 年間 伸ばした 。	ボブ は 救い の 足 を 伸ばした 。	entailment	36	年間	short
7156	ジャスティン は 技術 の 学校 を 2 年間 行った 。	ジャスティン は 技術 の 学校 を 行った 。	entailment	36	年間	short
7157	スティーブ は 自足 の 家計 簿 を 2 年間 始めた 。	スティーブ は 自足 の 家計 簿 を 始めた 。	entailment	36	年間	short
7158	ボブ は 法案 の プレス リリース を 1 年間 行った 。	ボブ は 法案 の プレス リリース を 行った 。	entailment	36	年間	short
7159	プロッド は 息子 の 中指 を 1 年間 切った 。	プロッド は 息子 の 中指 を 切った 。	entailment	36	年間	short
7160	ゾーイ は 攻撃 の 字牌 を 2 年間 切った 。	ゾーイ は 攻撃 の 字牌 を 切った 。	entailment	36	年間	short
7161	ビクター は 趣味 の 女 を 2 年間 見付けた 。	ビクター は 趣味 の 女 を 見付けた 。	entailment	36	年間	short
7162	イブ は 驚き の 注意 を 2 年間 向けた 。	イブ は 驚き の 注意 を 向けた 。	entailment	36	年間	short
7163	チャーリー は 御礼 の 心 を 2 年間 伝えた 。	チャーリー は 御礼 の 心 を 伝えた 。	entailment	36	年間	short
7164	プロッド は 会社 の サービス を 2 年間 引き継いだ 。	プロッド は 会社 の サービス を 引き継いだ 。	entailment	36	年間	short
7165	ビクター は 為 の 意見 を 1 年間 提出 した 。	ビクター は 為 の 意見 を 提出 した 。	entailment	36	年間	short
7166	オスカー は 中止 の 詔 を 2 年間 下した 。	オスカー は 中止 の 詔 を 下した 。	entailment	36	年間	short
7167	ペギー は コース の 宿泊 を 2 年間 承った 。	ペギー は コース の 宿泊 を 承った 。	entailment	36	年間	short
7168	ペギー は 市 の 先生 を 2 年間 訪問 した 。	ペギー は 市 の 先生 を 訪問 した 。	entailment	36	年間	short
7169	スティーブ は ツアー の 決算 を 2 年間 迎えた 。	スティーブ は ツアー の 決算 を 迎えた 。	entailment	36	年間	short
7170	ウォルター は トップ の 投手 を 2 年間 挙げた 。	ウォルター は トップ の 投手 を 挙げた 。	entailment	36	年間	short
7171	アイザック は 父親 の 公 位 を 1 年間 継いだ 。	アイザック は 父親 の 公 位 を 継いだ 。	entailment	36	年間	short
7172	チャーリー は 安打 の 文書 を 2 年間 更新 した 。	チャーリー は 安打 の 文書 を 更新 した 。	entailment	36	年間	short
7173	キャロル は 試合 の 後攻 を 1 年間 決めた 。	キャロル は 試合 の 後攻 を 決めた 。	entailment	36	年間	short
7174	マレット は バレンタイン の ストラップ を 1 年間 繰れた 。	マレット は バレンタイン の ストラップ を 繰れた 。	entailment	36	年間	short
7175	フランク は 希望 の 皆さん を 1 年間 案内 した 。	フランク は 希望 の 皆さん を 案内 した 。	entailment	36	年間	short
7176	マレット は カップ の 成果 を 1 ヶ月間 報告 した 。	マレット は カップ の 成果 を 報告 した 。	entailment	36	月間	random
7177	フランク は 称賛 の 生 を 6 ヶ月間 送った 。	フランク は 称賛 の 生 を 送った 。	entailment	36	月間	random
7178	イヴァン は 程 の 打撃 を 3 ヶ月間 受けた 。	イヴァン は 程 の 打撃 を 受けた 。	entailment	36	月間	random
7179	ペギー は 悩み の 要望 を 7 ヶ月間 受けた 。	ペギー は 悩み の 要望 を 受けた 。	entailment	36	月間	random
7180	ウォルター は 唯一 の 下 を 7 ヶ月間 失った 。	ウォルター は 唯一 の 下 を 失った 。	entailment	36	月間	random
7181	アリス は 政策 の 報酬 を 1 ヶ月間 決定 した 。	アリス は 政策 の 報酬 を 決定 した 。	entailment	36	月間	random
7182	イブ は 皆様 の 報告 を 4 ヶ月間 受けた 。	イブ は 皆様 の 報告 を 受けた 。	entailment	36	月間	random
7183	マレット は チケット の 職権 を 1 ヶ月間 行った 。	マレット は チケット の 職権 を 行った 。	entailment	36	月間	random
7184	アリス は 時 の シンパシー を 6 ヶ月間 感じた 。	アリス は 時 の シンパシー を 感じた 。	entailment	36	月間	random
7185	マーヴィン は 連続 の 雪辱 を 1 ヶ月間 狙った 。	マーヴィン は 連続 の 雪辱 を 狙った 。	entailment	36	月間	random
7186	ビクター は 私 の 銃口 を 4 ヶ月間 上げた 。	ビクター は 私 の 銃口 を 上げた 。	entailment	36	月間	random
7187	チャーリー は 大手 町 の 皮膚 科 を 7 ヶ月間 訪れた 。	チャーリー は 大手 町 の 皮膚 科 を 訪れた 。	entailment	36	月間	random
7188	ジャスティン は 会議 の 指標 を 3 ヶ月間 作成 した 。	ジャスティン は 会議 の 指標 を 作成 した 。	entailment	36	月間	random
7189	ペギー は 右 の バー ベル を 6 ヶ月間 上げた 。	ペギー は 右 の バー ベル を 上げた 。	entailment	36	月間	random
7190	ジャスティン は 三昧 の 人生 を 2 ヶ月間 始めた 。	ジャスティン は 三昧 の 人生 を 始めた 。	entailment	36	月間	random
7191	デイヴ は 唯一 の 右手 を 7 ヶ月間 失った 。	デイヴ は 唯一 の 右手 を 失った 。	entailment	36	月間	random
7192	アリス は 対策 の 提出 を 9 ヶ月間 指示 した 。	アリス は 対策 の 提出 を 指示 した 。	entailment	36	月間	random
7193	アリス は 人間 の 名 を 5 ヶ月間 呼んだ 。	アリス は 人間 の 名 を 呼んだ 。	entailment	36	月間	random
7194	スティーブ は サーバー の メタデータ を 8 ヶ月間 作成 した 。	スティーブ は サーバー の メタデータ を 作成 した 。	entailment	36	月間	random
7195	マレット は 娘 の 丁髷 を 4 ヶ月間 切った 。	マレット は 娘 の 丁髷 を 切った 。	entailment	36	月間	random
7196	ビクター は 彼 の 一面 を 8 ヶ月間 見た 。	ビクター は 彼 の 一面 を 見た 。	entailment	36	月間	random
7197	イブ は タイ の 出発 を 2 ヶ月間 切った 。	イブ は タイ の 出発 を 切った 。	entailment	36	月間	random
7198	マレット は 分 の キャンセル 料 を 5 ヶ月間 支払った 。	マレット は 分 の キャンセル 料 を 支払った 。	entailment	36	月間	random
7199	トルーディー は 心 の 掠り傷 を 9 ヶ月間 負った 。	トルーディー は 心 の 掠り傷 を 負った 。	entailment	36	月間	random
7200	スティーブ は アライアンス の 情報 を 3 ヶ月間 提供 した 。	スティーブ は アライアンス の 情報 を 提供 した 。	entailment	36	月間	random
